Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description
sony-playstation-5-disc-version-console-with-dual-charging-dock-station-and-pro-gamer-starter-pack-bundle,Sony Playstation 5 Disc Version Console with Dual Charging Dock Station and Pro Gamer Starter Pack Bundle,"Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation 5 gaming console. The SSD allows ultra-fast load times, while 3-D audio output produces crisp acoustics. This Sony PlayStation 5 gaming console supports haptic feedback for effortless communication in multiplayer setups, and adaptive triggers allow immersive gameplay. Ultra-high speed SSD Maximize your play sessions with near-instant load times for installed PS5 games. HDR technology With an HDR TV, supported PS5 games display an unbelievably vibrant and lifelike range of colors. 8K output PS5 consoles support an 8K output, so you can play games on your 4320p resolution display. 4K TV gaming Play your favorite PS5 games on your stunning 4K TV. Up to 120 fps with 120Hz output Enjoy smooth and fluid high frame rate gameplay at up to 120 fps for compatible games, with support for 120Hz output on 4K displays. What's Included Sony PS5 Disc Console Single DualSense Wireless controller Surge dual charging dock station Pro Gamer Starter Pack HDMI cable AC power cord USB cable",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,424540296,4500,shopify,10,deny,manual,599.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/9b97d12e-6baf-4790-9b36-44e054b4bf53.f584ba724702a9347bf630dcaad568ac.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony Playstation 5 Disc Version Console with Dual Charging Dock Station and Pro Gamer Starter Pack Bundle,FALSE,Sony Playstation 5 Disc Version Console with Dual Charging Dock Station and Pro Gamer Starter Pack Bundle,"Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation 5 gaming console. The SSD allows ultra-fast load times, while 3-D audio output produces crisp acoustics. This Sony PlayStation 5 gaming console supports haptic feedback for effortless communication in multiplayer setups, and adaptiv"
playstation-5-disc-slim-edition-nba-2k26-bundle-playstation-5-dualsense-wireless-controller-gray-camouflage,PlayStation 5 Disc Slim Edition NBA 2K26 Bundle + PlayStation 5 DualSense Wireless Controller Gray Camouflage,"PlayStation 5 Disc Slim Edition NBA 2K26 Bundle + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console, 2 DualSense wireless controllers, digital voucher for NBA 2K26 Standard Edition - 16 GB RAM 1 TB SSD",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18221312669,4500,shopify,10,deny,manual,504.98,624.98,TRUE,TRUE,https://i5.walmartimages.com/asr/ce64b027-df1e-4288-8c12-9fca85403a66.7c20cac6ac2a29bfa5e357b0373b8c74.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Disc Slim Edition NBA 2K26 Bundle + PlayStation 5 DualSense Wireless Controller Gray Camouflage,FALSE,PlayStation 5 Disc Slim Edition NBA 2K26 Bundle + PlayStation 5 DualSense Wireless Controller Gray Camouflage,"PlayStation 5 Disc Slim Edition NBA 2K26 Bundle + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console, 2 DualSense wireless controllers, digital voucher for NBA 2K26 Standard Edition - 16 GB RAM 1 TB SSD"
playstation-5-console---ghost-of-yotei-gold-limited-edition-bundle,PlayStation 5 Console - Ghost of Yotei Gold Limited Edition Bundle,Explore every inch of the breathtaking lands surrounding Mount Yotei with the PlayStation®5 Console – Ghost of Yotei Gold Limited Edition Bundle. Experience Atsu’s epic tale as it unfolds across a stunning Japanese landscape on hardware inspired by Atsu’s iconic mask.,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,17744458440,4500,shopify,10,deny,manual,569.0,599.99,TRUE,TRUE,https://i5.walmartimages.com/asr/831e9c79-f9af-4823-b128-441c25cb5fd8.44b73789bbd077536ca88590f5dbabf8.png?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Console - Ghost of Yotei Gold Limited Edition Bundle,FALSE,PlayStation 5 Console - Ghost of Yotei Gold Limited Edition Bundle,Explore every inch of the breathtaking lands surrounding Mount Yotei with the PlayStation®5 Console – Ghost of Yotei Gold Limited Edition Bundle. Experience Atsu’s epic tale as it unfolds across a stunning Japanese landscape on hardware inspired by Atsu’s iconic mask.
sony-playstation5-disc-edition-gaming-console---ultimate-next-gen-gaming-experience,Sony PlayStation_5 Disc Edition Gaming Console - Ultimate Next-Gen Gaming Experience,"Take your gaming and football experience to the next level with the Sony PlayStation_5 Gaming Console (Disc Edition) and Madden NFL 23 Game Bundle. This ultimate next-gen sports bundle combines the power of the PS_5’s cutting-edge technology with the excitement of the most authentic football game on the market. Experience lightning-fast load times, stunning 4K graphics, and immersive gameplay with the PS_5’s ultra-fast SSD and ray tracing capabilities. With Madden NFL 23 included, enjoy groundbreaking gameplay innovations, lifelike player animations, and the thrill of next-gen football action. Whether you're dominating on the field or exploring other blockbuster titles, this bundle delivers unmatched performance and entertainment. Elevate your gaming experience with the Sony PlayStation_5 and Madden NFL 8 Bundle – the perfect combination of next-gen innovation and sports excitement. Order now and step into the future of gaming and football!",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15344015637,4500,shopify,10,deny,manual,549.0,,TRUE,TRUE,https://i5.walmartimages.com/asr/7d05c3cd-ac3d-4356-a511-56de404f1b2c.5f64aefcce151acbe058d6d1df5f8968.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation_5 Disc Edition Gaming Console - Ultimate Next-Gen Gaming Experience,FALSE,Sony PlayStation_5 Disc Edition Gaming Console - Ultimate Next-Gen Gaming Experience,Take your gaming and football experience to the next level with the Sony PlayStation_5 Gaming Console (Disc Edition) and Madden NFL 23 Game Bundle. This ultimate next-gen sports bundle combines the power of the PS_5’s cutting-edge technology with the excitement of the most authentic football game on the market. Experie
sony-ps5-disc-edition-marvels-spider-man-2-limited-edition-1tb-console-next-gen-gaming-with-exclusive-design,Sony PS_5 Disc Edition – Marvel’s Spider-Man 2 Limited Edition 1TB Console | Next-Gen Gaming with Exclusive Design,"Unleash the ultimate gaming experience with the Sony PlayStation_5 (PS_5) Disc Edition – Marvel’s Spider-Man 2 Limited Edition 1TB Console. This exclusive bundle combines the power of the PS_5 with a stunning custom design inspired by Marvel’s Spider-Man 2, making it a must-have for fans and collectors alike. Featuring a 1TB SSD for ample storage, ultra-fast load times, and breathtaking 4K graphics, this console is designed to deliver next-gen performance. The bundle includes the full game of Marvel’s Spider-Man 2, offering an epic adventure as both Peter Parker and Miles Morales. With ray tracing support, immersive 3D audio, and the DualSense controller’s haptic feedback, every moment feels real. Don’t miss out on this limited-edition console – swing into action and elevate your gaming setup today.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15448554298,4500,shopify,10,deny,manual,1129.95,,TRUE,TRUE,https://i5.walmartimages.com/asr/474721cc-7f03-4d0f-922b-7f04097aa063.a9eec9a17eb5bc98d7dcd0b2ba61fa32.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PS_5 Disc Edition – Marvel’s Spider-Man 2 Limited Edition 1TB Console | Next-Gen Gaming with Exclusive Design,FALSE,Sony PS_5 Disc Edition – Marvel’s Spider-Man 2 Limited Edition 1TB Console | Next-Gen Gaming with Exclusive Design,"Unleash the ultimate gaming experience with the Sony PlayStation_5 (PS_5) Disc Edition – Marvel’s Spider-Man 2 Limited Edition 1TB Console. This exclusive bundle combines the power of the PS_5 with a stunning custom design inspired by Marvel’s Spider-Man 2, making it a must-have for fans and collectors alike. Featuring"
playstation-5-console,PlayStation 5 Console,"Play has no limits with the PlayStation 5 Console. The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio, and an all-new generation of incredible PlayStation games. Harness the power of a custom CPU, GPU, and SSD with Integrated I/O that rewrite the rules of what a PlayStation console can do. Marvel at incredible graphics and experience new PS5 features. Discover a deeper gaming experience with support for haptic feedback, adaptive triggers, and 3D Audio technology. Maximize your play sessions with near-instant load times for PS5 games. And the custom integration of the PS5 console's systems lets creators pull data from the SSD so quickly that they can design games in ways never before possible. Play has no limits with the PlayStation 5 Console.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,363472942,4500,shopify,10,deny,manual,579.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/b29e7500-cac2-4d1f-b4aa-5e0ebb3de124.c0b04249d968e2c1e5d25799b96ee0e3.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Console,FALSE,PlayStation 5 Console,"Play has no limits with the PlayStation 5 Console. The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio, and an all-new generation of incredible Pl"
sony-playstation-5-video-game-console-ps5-disc-console-new,Sony PlayStation 5 Video Game Console ( Ps5 Disc Console) New,"Play Has No LimitsPlayStation®5 The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. Lightning Speed Harness the power of a custom CPU, GPU, and SSD with Integrated I/O that rewrite the rules of what a PlayStation® console can do. Stunning Games Marvel at incredible graphics and experience new PS5 .*3D audio via built-in TV speakers or analog/USB stereo headphones. Set up and latest system software update required. Ultra-high-speed SSD: Maximize your play sessions with near instant load times for installed PS5 games. Integrated I/O: The custom integration of the PS5 console's systems lets creators pull data from the SSD so quickly that they can design games in advanced ways. Ray tracing: Immerse yourself in worlds with a high level of realism as rays of light are individually simulated, creating true-to-life shadows and reflections. 4K-TV gaming: Play your favorite PS5 games on your stunning 4K TV. 120 fps with 120 Hz output: Enjoy smooth and fluid high frame rate gameplay at 120 fps for compatible games, with support for 120 Hz output on 4K displays. HDR technology: With the HDR TV, supported PS5 games display an unbelievably vibrant and lifelike range of colors. 8K output: PS5 console supports 8K output, so you can play games on your 4320p resolution display. Breathtaking immersion: Discover a deeper gaming experience with support for haptic feedback, adaptive triggers and 3D Audio technology. Tempest 3D AudioTech: Immerse yourself in soundscapes where it feels as if the sound comes from every direction. Through your headphones or TV speakers, your surroundings truly come alive with Tempest 3D AudioTech. Heighten your senses: The DualSense wireless controller for PS5 offers immersive haptic feedback, dynamic adaptive triggers and a built-in microphone, all integrated into an iconic design. Haptic feedback: Experience haptic feedback via the DualSense wireless controller in select PS5 titles and feel the effects and impact of your in-game actions through dynamic sensory feedback. Adaptive triggers: Get to grips with immersive adaptive triggers, featuring dynamic resistance levels which simu>late the physical impact of in-game activities.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,130993702,4500,shopify,10,deny,manual,614.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/396aa760-b2f6-4c06-8dc5-276184a85dc6.0d8c80439262394fc4edabb03056daa3.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Video Game Console ( Ps5 Disc Console) New,FALSE,Sony PlayStation 5 Video Game Console ( Ps5 Disc Console) New,"Play Has No LimitsPlayStation®5 The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. "
sony-playstation-5-ps5-gaming-console-disc-version,Sony PlayStation 5 PS5 Gaming Console (Disc Version),.,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,935819605,4500,shopify,10,deny,manual,599.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/d8fc8d6f-f85b-44c6-94bf-8d13d2eccdb7.076af702fe1ef225ea7e52efa62dbea8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 PS5 Gaming Console (Disc Version),FALSE,Sony PlayStation 5 PS5 Gaming Console (Disc Version),.
playstation-5-slim-disc-version-ps5-gaming-console-amd-ryzen-zen-8-cores-cpu-1tb-pcie-gen-4-nvne-ssd-with-2-wireless-controller---original-white---ps5-disc-slim,"PlayStation 5 Slim Disc Version PS5 Gaming Console, AMD Ryzen Zen 8 Cores CPU 1TB PCIe Gen 4 NVNe SSD with 2 Wireless Controller - Original White - PS5 Disc Slim","2023 All New Slim Design PlayStation with 1TB SSD and Disc Drive Unleashes new gaming possibilities that you never anticipated. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio, and an all-new generation of incredible PlayStation games. Includes: PlayStation 5 Slim Disc Console with 1TB PCIe Gen 4 NVNe SSD Storage x 1 DS Wireless Gaming Controller x 2 HDMI cable x 1 AC power cord x 1 USB cable x 1 User Manual x 1 * JP Version Hardware Region Free Console. * PS operating system is stored on the internal storage drive, a portion of the storage capacity is reserved for the OS and system files.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5242541603,4500,shopify,10,deny,manual,648.99,664.99,TRUE,TRUE,https://i5.walmartimages.com/asr/116bef4d-cfd6-4321-96e8-1b007d975046.5c4e6933b670314492732d7e52a33814.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"PlayStation 5 Slim Disc Version PS5 Gaming Console, AMD Ryzen Zen 8 Cores CPU 1TB PCIe Gen 4 NVNe SSD with 2 Wireless Controller - Original White - PS5 Disc Slim",FALSE,"PlayStation 5 Slim Disc Version PS5 Gaming Console, AMD Ryzen Zen 8 Cores CPU 1TB PCIe Gen 4 NVNe SSD with 2 Wireless Controller - Original White - PS5 Disc Slim","2023 All New Slim Design PlayStation with 1TB SSD and Disc Drive Unleashes new gaming possibilities that you never anticipated. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio, and an all-new generation of incredible Play"
new-sony---playstation---5---digital-edition-video-game---ps---5-console-white,New Sony - Playstation - 5 - Digital Edition Video Game - PS - 5 Console White,"2024's Most powerful console from Sony Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation gaming console. The 825GB SSD allows ultra-fast load times, while 3-D Experience lightning-fast loading with an ultra-high speed SSD Deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio, and an all-new generation of incredible PlayStation games Experience lightning-fast loading with an ultra-high speed SSD Deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio, and an all-new generation of incredible PlayStation games",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14366919244,4500,shopify,10,deny,manual,506.97,554.99,TRUE,TRUE,https://i5.walmartimages.com/asr/2ff427c6-6adb-43bb-b77c-5538560d2daf.6f0fcfc2f03f1bb3dba76783da4dbbb7.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,New Sony - Playstation - 5 - Digital Edition Video Game - PS - 5 Console White,FALSE,New Sony - Playstation - 5 - Digital Edition Video Game - PS - 5 Console White,"2024's Most powerful console from Sony Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation gaming console. The 825GB SSD allows ultra-fast load times, while 3-D Experience lightning-fast loading with an ultra-high speed SSD Deeper immersion with support for haptic feedback, adaptive "
playstation-5-digital-slim-console-playstation-5-dualsense-wireless-controller-gray-camouflage---includes-ps5-console-dualsense-controller,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18178859850,4500,shopify,10,deny,manual,449.98,1149.98,TRUE,TRUE,https://i5.walmartimages.com/asr/98229b54-264e-47b2-99e1-cd3214a9e757.e6aacb7363a922fea38fb3038694881f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller,FALSE,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller,PlayStation 5 Digital Slim Console + PlayStation 5 DualSense Wireless Controller Gray Camouflage - Includes PS5 Console & DualSense Controller - 16GB RAM - 1TB SSD - Custom Integrated I/O - Up to 120fps @ 120Hz output
playstation-5-disc-console-slim,PlayStation 5 Disc Console Slim,"Play Has No Limits PlayStation®5 The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. Lightning Speed Harness the power of a custom CPU, GPU, and SSD with Integrated I/O that rewrite the rules of what a PlayStation® console can do. Stunning Games Marvel at incredible graphics and experience new PS5 features.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15391854187,4500,shopify,10,deny,manual,592.0,,TRUE,TRUE,https://i5.walmartimages.com/asr/7c78ea53-7e28-4ac9-ad42-8b3fa7f7d97a.7cf669ba652b8e415f9a692521536579.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Disc Console Slim,FALSE,PlayStation 5 Disc Console Slim,"Play Has No Limits PlayStation®5 The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio*, and an all-new generation of incredible PlayStation® games. "
